Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Ophthotech,https://www.crunchbase.com/organization/ophthotech,"Biotechnology, Health Care, Pharmaceutical","Princeton, New Jersey, United States",Ophthotech is a biopharmaceutical company developing novel therapies for age-related macular degeneration.,,212-845-8200,http://www.ophthotech.com,,5,IPO,"$41,700,000",2014-01-24,Post-IPO Equity,"$282,700,000","Biotechnology, Health Care, Science and Engineering",Public
Regeneron Pharmaceuticals,https://www.crunchbase.com/organization/regeneron-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","Tarrytown, New York, United States",Regeneron Pharmaceuticals is focused on the development of pharmaceutical products for the treatment of serious medical conditions.,,+118557343648,http://www.regeneron.com/,For Profit,1,IPO,"$8,900,000",2016-08-22,Post-IPO Equity,"$8,900,000","Biotechnology, Health Care, Science and Engineering",Public
Mirna Therapeutics,https://www.crunchbase.com/organization/mirna-therapeutics,"Biotechnology, Health Care, Therapeutics","Austin, Texas, United States",Mirna Therapeutics researches on and develops miRNA-directed human oncology therapies.,info@mirnatherapeutics.com,5126815201,http://www.mirnatherapeutics.com,,6,IPO,"$16,800,000",2015-10-05,Post-IPO Equity,"$109,897,000","Biotechnology, Health Care, Science and Engineering",Public
Arbutus Biopharma,https://www.crunchbase.com/organization/arbutus-biopharma,"Biopharma, Biotechnology, Genetics, Medical, Pharmaceutical","Burnaby, British Columbia, Canada",Arbutus Biopharma Corporation is a publicly-traded biopharmaceutical company.,,(604) 419-3200,http://arbutusbio.com/,For Profit,1,IPO,"$116,000,000",2017-10-02,Post-IPO Equity,"$116,000,000","Biotechnology, Health Care, Science and Engineering",Public
Dynavax Technologies,https://www.crunchbase.com/organization/dynavax-technologies,"Biopharma, Biotechnology, Clinical Trials, Medical Device","Berkeley, California, United States",Dynavax Technologies is a biopharmaceutical company discovering and developing novel products to prevent and treat infectious diseases.,contact@dynavax.com,5108481327,http://www.dynavax.com,,1,IPO,"$175,000,000",2018-02-20,Post-IPO Debt,"$175,000,000","Biotechnology, Health Care, Science and Engineering",Public
BioPharmX,https://www.crunchbase.com/organization/biopharmx,"Biotechnology, Health Care, Medical","Menlo Park, California, United States","BioPharmX, Inc. provides innovative drug-delivery products through its unique, patented platform technologies for pharmaceutical and OTC",,(650) 889-5020,http://www.biopharmx.com,For Profit,3,IPO,"$7,869,775",2015-03-18,Series A,"$20,369,775","Biotechnology, Health Care, Science and Engineering",Public
Molecular Templates,https://www.crunchbase.com/organization/molecular-templates,"Biotechnology, Health Care, Therapeutics","Georgetown, Texas, United States",Molecular Templates develops novel therapeutic compounds for cancer.,info@moleculartemplates.com,5122332709,http://www.moleculartemplates.com/,For Profit,8,IPO,"$60,000,000",2017-08-16,Post-IPO Equity,"$93,509,621","Biotechnology, Health Care, Science and Engineering",Public
DBV Technologies,https://www.crunchbase.com/organization/dbv-technologies,"Biotechnology, Health Care, Health Diagnostics","Bagneux, Ile-de-France, France",DBV Technologies focuses on the development of innovative products for the diagnosis and treatment of food allergies.,phbenhamou@dbv-technologies.com,+330155427878,http://www.dbv-technologies.com,For Profit,4,IPO,"$25,500,000",2011-01-05,Series C,"$51,106,616","Biotechnology, Health Care, Science and Engineering",Public
Theravance Biopharma,https://www.crunchbase.com/organization/theravance-biopharma,"Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","South San Francisco, California, United States",Theravance Biopharma is a biopharmaceutical company with one approved product.,investor.relations@theravance.com,(650)808-4045,http://www.theravance.com/home,For Profit,1,IPO,"$55,000,000",2015-10-26,Post-IPO Equity,"$55,000,000","Biotechnology, Health Care, Science and Engineering",Public
ConforMIS,https://www.crunchbase.com/organization/conformis,"Biotechnology, Health Care, Therapeutics","Burlington, Massachusetts, United States","ConforMIS develops personalized, patient-specific implants and instrumentation for knee-related therapeutics.",,(781) 345-0147,http://www.conformis.com,,9,IPO,"$50,000,000",2017-01-09,Debt Financing,"$405,299,000","Biotechnology, Health Care, Science and Engineering",Public
Celgene,https://www.crunchbase.com/organization/celgene,"Biotechnology, Medical","Summit, New Jersey, United States","Celgene discovers, develops and commercializes innovative therapies to treat cancer and immune-inflammatory-related diseases.",drugsafety@celgene.com,+1-908-673-9000,http://www.celgene.com,For Profit,,IPO,,,,,"Biotechnology, Health Care, Science and Engineering",Public
Allena Pharmaceuticals,https://www.crunchbase.com/organization/allena-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","Newton, Massachusetts, United States",Allena Pharmaceuticals develops and commercializes non-systemic protein therapeutics to treat metabolic and orphan diseases.,info@allenapharma.com,215-791-0105,http://www.allenapharma.com,,4,IPO,,2017-11-02,Venture - Series Unknown,"$93,000,000","Biotechnology, Health Care, Science and Engineering",Public
Argos Therapeutics,https://www.crunchbase.com/organization/argos-therapeutics,"Biotechnology, Health Care, Therapeutics","Durham, North Carolina, United States","Argos Therapeutics develops immunotherapy treatments for cancers, infectious and autoimmune diseases, and transplantation rejection.",social@argostherapeutics.com,(919) 287-6300,http://www.argostherapeutics.com,For Profit,14,IPO,"$1,500,000",2018-01-10,Post-IPO Equity,"$238,925,074","Biotechnology, Health Care, Science and Engineering",Public
ZIOPHARM Oncology,https://www.crunchbase.com/organization/ziopharm-oncology,"Biotechnology, Genetics, Pharmaceutical, Therapeutics","New York, New York, United States",ZIOPHARM Oncology is an American biopharmaceutical company developing novel therapeutics for the treatment of cancer.,info@ziopharm.com,617-259-1970,http://ziopharm.com,,3,IPO,"$120,000,000",2016-07-07,Post-IPO Equity,"$182,559,527","Biotechnology, Health Care, Science and Engineering",Public
"Aerpio Pharmaceuticals, Inc.",https://www.crunchbase.com/organization/aerpio-therapeutics,"Biotechnology, Health Care, Therapeutics","Cincinnati, Ohio, United States","Aerpio Therapeutics, a biotechnology company, develops new small molecules and monoclonal antibodies for the treatment of vascular diseases.",,(513) 985-1924,http://www.aerpio.com,For Profit,7,IPO,"$40,000,000",2017-03-16,Venture - Series Unknown,"$107,536,531","Biotechnology, Health Care, Science and Engineering",Public
Edge Therapeutics,https://www.crunchbase.com/organization/edge-therapeutics,"Biotechnology, Health Care, Medical","Berkeley Heights, New Jersey, United States","Edge Therapeutics, a biotechnology company, transforms FDA-approved drugs into therapies that address unmet acute neurological conditions.",info@edgetherapeutics.com,(800) 208-3343,http://edgetherapeutics.com,For Profit,8,IPO,"$56,000,000",2015-04-09,Series C,"$101,472,500","Biotechnology, Health Care, Science and Engineering",Public
Stellar Biotechnologies,https://www.crunchbase.com/organization/stellar-biotechnologies,"Biotechnology, Health Diagnostics, Pharmaceutical","Port Hueneme Cbc Base, California, United States",Stellar Biotechnologies is a  caters to the essential molecule demands of pharmaceutical and immunodiagnostic markets.,KLHinfo@stellarbiotech.com,8054882147,http://stellarbiotechnologies.com,,8,IPO,"$5,500,000",2018-05-15,Post-IPO Equity,"$29,816,976","Biotechnology, Health Care, Science and Engineering",Public
Zafgen,https://www.crunchbase.com/organization/zafgen,"Biotechnology, Medical, Therapeutics","Boston, Massachusetts, United States","Zafgen, a biopharmaceutical company, develops obesity therapeutics that help the body regain and sustain a lean and healthy state.",info@zafgen.com,617-864-1645,http://www.zafgen.com,,7,IPO,"$20,000,000",2014-04-17,Debt Financing,"$155,180,000","Biotechnology, Health Care, Science and Engineering",Public
Rockwell Medical,https://www.crunchbase.com/organization/rockwell-medical,"Biopharma, Biotechnology, Medical","Wixom, Michigan, United States",Rockwell Medical is a fully-integrated biopharmaceutical company targeting end-stage renal disease (ESRD) and chronic kidney disease (CKD).,questions@rockwellmed.com,248-960-9009,http://rockwellmed.com,,2,IPO,"$15,000,000",2014-10-15,Post-IPO Equity,"$35,000,000","Biotechnology, Health Care, Science and Engineering",Public
Clementia Pharmaceuticals,https://www.crunchbase.com/organization/clementia-pharmaceuticals,"Biopharma, Biotechnology, Medical","Montréal, Quebec, Canada",Clementia is a biopharmaceutical company dedicated to bringing effective new treatments to people who have none.,info@clementiapharma.com,(514) 940-3600,http://clementiapharma.com,For Profit,3,IPO,"$60,000,000",2015-06-23,Venture - Series Unknown,"$92,500,000","Biotechnology, Health Care, Science and Engineering",Public
AnaptysBio,https://www.crunchbase.com/organization/anaptysbio,"Biotechnology, Health Care, Therapeutics","San Diego, California, United States",AnaptysBio develops antibody therapeutics based on somatic hypermutation.,corpdev@anaptysbio.com,(858) 362-6295,http://www.anaptysbio.com,For Profit,5,IPO,"$40,000,000",2015-07-15,Series D,"$85,946,511","Biotechnology, Health Care, Science and Engineering",Public
UniQure,https://www.crunchbase.com/organization/uniqure,"Biotechnology, Genetics, Health Care, Medical","Amsterdam, Noord-Holland, The Netherlands",uniQure is focused on the research and early development of human gene-based therapies.,info@uniQure.com,+31 20 566 7394,http://www.uniqure.com,,2,IPO,"$20,000,000",2014-07-01,Post-IPO Debt,"$78,000,000","Biotechnology, Health Care, Science and Engineering",Public
AirXpanders,https://www.crunchbase.com/organization/airxpanders,"Biotechnology, Health Care, Medical Device","Mountain View, California, United States",AirXpanders develops technology enabling tissue expansion after reconstructive surgery with emphasis on breast reconstruction.,info@airxpanders.com,(165) 096-4143,http://www.airxpanders.com,For Profit,16,IPO,"$15,000,000",2017-08-08,Post-IPO Debt,"$129,998,455","Biotechnology, Health Care, Science and Engineering",Public
Oxford Immunotec,https://www.crunchbase.com/organization/oxford-immunotec,"Biotechnology, Health Care, Health Diagnostics","Abingdon, Oxfordshire, United Kingdom","Oxford Immunotec, a medical diagnostics company, develops tests for various diseases based on its innovative T cell measurement technology.",marketing@oxfordimmunotec.com,+44 1235 442780,http://www.oxfordimmunotec.com,,4,IPO,"$28,000,000",2012-06-18,Venture - Series Unknown,"$106,552,969","Biotechnology, Health Care, Science and Engineering",Public
Lion Biotechnologies,https://www.crunchbase.com/organization/lion-biotechnologies,"Biotechnology, Health Care, Medical","New York, New York, United States",Lion Biotechnologies develops T-cell-based immunotherapy products for the treatment of cancer.,,(212)946-4856,http://www.lbio.com,For Profit,2,IPO,"$100,000,000",2016-06-03,Post-IPO Equity,"$123,000,000","Biotechnology, Health Care, Science and Engineering",Public
BioLife Solutions,https://www.crunchbase.com/organization/biolife,"Biotechnology, Commercial, Industrial, Medical","Bothell, Washington, United States","BioLife Solutions is located in Bothell, Washington, on a high-tech campus that has its roots as a dairy farm.",info@BioLifeSolutions.com,425-402-1400,http://biolifesolutions.com,For Profit,1,IPO,"$2,600,000",2018-04-30,Post-IPO Equity,"$2,600,000","Biotechnology, Health Care, Science and Engineering",Public
Calithera Biosciences,https://www.crunchbase.com/organization/calithera-biosciences,"Biotechnology, Pharmaceutical, Therapeutics","South San Francisco, California, United States",Calithera is a pharmaceutical company developing novel small molecule therapeutics for the treatment of cancer.,info@Calithera.com,(650) 870-1000,http://www.calithera.com,For Profit,6,IPO,"$15,999,998",2014-07-31,Series D,"$104,999,998","Biotechnology, Health Care, Science and Engineering",Public
Ligand Pharmaceuticals,https://www.crunchbase.com/organization/ligand-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","San Diego, California, United States","Ligand Pharmaceuticals Incorporated, a biotechnology company, focuses on the discovery and early-stage development of pharmaceuticals for",jobs@ligand.com,858-550-7500,http://www.ligand.com,,1,IPO,"$225,000,000",2014-08-14,Post-IPO Debt,"$225,000,000","Biotechnology, Health Care, Science and Engineering",Public
Eleven Biotherapeutics,https://www.crunchbase.com/organization/eleven-biotherapeutics,"Biotechnology, Health Care, Medical Device","Cambridge, Massachusetts, United States",Eleven Biotherapeutics is focused on developing innovative protein-based therapeutics to improve human health and treat diseases.,info@elevenbio.com,617-871-9911,http://www.elevenbio.com,For Profit,4,IPO,"$8,000,000",2017-11-03,Post-IPO Equity,"$83,000,000","Biotechnology, Health Care, Science and Engineering",Public
Otonomy,https://www.crunchbase.com/organization/otonomy,"Biopharma, Biotechnology, Health Care","San Diego, California, United States",Otonomy is a biopharmaceutical company developing and commercializing treatments for diseases of the inner and middle ear.,fran@otonomy.com,8587687809,http://www.otonomy.com,,5,IPO,"$49,000,000",2014-04-30,Series D,"$153,437,000","Biotechnology, Health Care, Science and Engineering",Public
Akari Therapeutics,https://www.crunchbase.com/organization/celsus-therapeutics,"Biopharma, Biotechnology, Therapeutics","London, England, United Kingdom",Akari is a clinical-stage biopharmaceutical company focused on the development and commercialization of innovative therapeutics,info@celsustx.com,646.350.0702,http://akaritx.com/,For Profit,2,IPO,"$75,000,000",2015-09-21,Private Equity,"$87,500,000","Biotechnology, Health Care, Science and Engineering",Public
Puma Biotechnology,https://www.crunchbase.com/organization/puma-biotechnology,"Biotechnology, Medical, Therapeutics","Los Angeles, California, United States",Puma Biotechnology acquires and develops innovative products for the treatment of various forms of cancer.,info@pumabiotechnology.com,310-443-4150,http://www.pumabiotechnology.com,,5,IPO,"$100,000,000",2017-11-02,Post-IPO Equity,"$674,300,000","Biotechnology, Health Care, Science and Engineering",Public
Trevena,https://www.crunchbase.com/organization/trevena,"Biopharma, Biotechnology, Pharmaceutical","King Of Prussia, Pennsylvania, United States",Trevena is a clinical stage biopharmaceutical company discovering and developing G-protein coupled receptors (GPCR) biased ligands.,admin@trevenainc.com,6103548850,http://www.trevenainc.com,For Profit,5,IPO,"$45,000,000",2014-11-05,Post-IPO Equity,"$174,000,000","Biotechnology, Health Care, Science and Engineering",Public
Dicerna Pharmaceuticals,https://www.crunchbase.com/organization/dicerna-pharmaceuticals,"Biotechnology, Genetics, Health Care, Pharmaceutical","Watertown, Massachusetts, United States",Dicerna Pharmaceuticals is focused on the discovery and development of innovative treatments for rare inherited diseases.,contact@dicerna.com,6176126254,http://www.dicerna.com,,6,IPO,"$70,000,000",2017-03-30,Post-IPO Equity,"$295,450,628","Biotechnology, Health Care, Science and Engineering",Public
RXi Pharmaceuticals,https://www.crunchbase.com/organization/rxi-pharmaceuticals,"Biotechnology, Health Care, Medical","Worcester, Massachusetts, United States",RXi Pharmaceuticals develops therapeutics based on ribonucleic acid interference.,admin@RXiPharma.com,5083665877,http://www.rxipharma.com,,3,IPO,"$4,900,000",2018-04-10,Post-IPO Equity,"$25,200,000","Biotechnology, Health Care, Science and Engineering",Public
Ocular Therapeutix,https://www.crunchbase.com/organization/ocular-therapeutix,"Biotechnology, Health Care, Medical Device","Bedford, Massachusetts, United States",Ocular Therapeutix develops and commercializes ophthalmic therapeutic products by using hydrogel technology.,info@ocutx.com,(781)357-4000,http://www.ocutx.com,For Profit,7,IPO,"$35,100,000",2018-01-30,Post-IPO Equity,"$103,395,836","Biotechnology, Health Care, Science and Engineering",Public
Thermo Fisher Scientific,https://www.crunchbase.com/organization/thermo-fisher-scientific,"Bioinformatics, Biotechnology, Life Science","Waltham, Massachusetts, United States",Thermo Fisher Scientific is the world leader in serving science.,,(781) 622-1000,http://www.thermofisher.com,For Profit,,IPO,,,,,"Biotechnology, Data and Analytics, Science and Engineering",Public
Radius Health,https://www.crunchbase.com/organization/radius-health,"Biotechnology, Health Diagnostics, Women's","Cambridge, Massachusetts, United States",Radius Health develops drug therapies for osteoporosis and women’s health.,info@radiuspharm.com,6175514700,http://www.radiuspharm.com,,7,IPO,,2014-06-09,Venture - Series Unknown,"$212,900,000","Biotechnology, Health Care, Science and Engineering",Public
Heat Biologics,https://www.crunchbase.com/organization/heat-biologics,"Biotechnology, Health Care, Medical","Chapel Hill, North Carolina, United States","Heat Biologics, a clinical-stage company, offers ImPACT, an adjuvant technology to identify oncology and infectious disease indications.",info@heatbio.com,9192407540,http://heatbio.com,,5,IPO,"$20,676,875",2018-05-08,Post-IPO Equity,"$36,276,675","Biotechnology, Health Care, Science and Engineering",Public
Epizyme,https://www.crunchbase.com/organization/epizyme,"Biopharma, Biotechnology, Health Care","Cambridge, Massachusetts, United States",Epizyme is a biopharmaceutical company focusing on treatments for blood cancer and tumors.,contact@epizyme.com,1(617)349-0707,http://www.epizyme.com,For Profit,5,IPO,"$10,000,000",2014-02-12,Post-IPO Equity,"$61,500,000","Biotechnology, Health Care, Science and Engineering",Public
Cytori Therapeutics,https://www.crunchbase.com/organization/cytori-therapeutics,"Biotechnology, Medical, Therapeutics","San Diego, California, United States",Cytori Therapeutics is focused on developing and delivering innovative cell-based therapies to improve the quality and length of life.,jobs@cytori.com,8584580994,http://www.cytori.com,For Profit,5,IPO,"$17,100,000",2016-06-16,Post-IPO Equity,"$71,851,700","Biotechnology, Health Care, Science and Engineering",Public
Neurocrine Biosciences,https://www.crunchbase.com/organization/neurocrine-biosciences,"Biotechnology, Health Care, Pharmaceutical","San Diego, California, United States",Neurocrine Biosciences is engaged in the development of drugs for the treatment of neurological and endocrine-related diseases.,info@neurocrine.com,18586177602,http://www.neurocrine.com,,1,IPO,"$10,000,000",2009-12-17,Post-IPO Equity,"$10,000,000","Biotechnology, Health Care, Science and Engineering",Public
Valeritas,https://www.crunchbase.com/organization/valeritas,"Biotechnology, Diabetes, Medical Device","Bridgewater, New Jersey, United States","Valeritas is the developer of V-GO, a disposable insulin pump, and a micro needle patch for the treatment of Type 2 diabetes.",gen-info@Valeritas.com,908-927-9920,http://www.valeritas.com,,5,IPO,"$45,000,000",2014-07-11,Series D,"$355,000,000","Biotechnology, Health Care, Science and Engineering",Public
AKERS BIOSCIENCES,https://www.crunchbase.com/organization/akers-biosciences,"Biotechnology, Manufacturing, Medical Device","Thorofare, New Jersey, United States","Leading designer and manufacturer of rapid, point of care diagnostic screening and testing products.",akers@vigocomms.com,8568480269,http://www.akersbiosciences.com/,,1,IPO,"$6,900,000",2017-12-21,Post-IPO Equity,"$6,900,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
VBI Vaccines,https://www.crunchbase.com/organization/vbi-vaccines,"Biotechnology, Clinical Trials, Health Care","Cambridge, Massachusetts, United States","VBI Vaccines, is a biopharmaceutical company developing novel technologies that seek to expand vaccine.",info@VBIvaccines.com,16137384178,http://www.vbivaccines.com/,For Profit,12,IPO,"$719,000,000",2017-10-31,Post-IPO Equity,"$765,003,442","Biotechnology, Health Care, Science and Engineering",Public
Corvus Pharmaceuticals,https://www.crunchbase.com/organization/corvus-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","Burlingame, California, United States",Corvus Pharmaceuticals is a clinical-stage biopharmaceutical company,,(650) 900-4520,http://www.corvuspharma.com/,For Profit,2,IPO,"$75,000,000",2015-09-25,Series B,"$108,500,000","Biotechnology, Health Care, Science and Engineering",Public
Halozyme Therapeutics,https://www.crunchbase.com/organization/halozyme-therapeutics,"Biotechnology, Marketing, Medical","San Diego, California, United States","Halozyme Therapeutics develops extracellular matrix targeting products for the insulin, cancer, dermatology and drug delivery markets.",info@halozyme.com,858.794.8889,http://www.halozyme.com,For Profit,3,IPO,"$150,000,000",2016-01-05,Post-IPO Debt,"$200,000,000","Biotechnology, Health Care, Sales and Marketing, Science and Engineering",Public
Emerald Health Therapeutics,https://www.crunchbase.com/organization/emerald-health-therapeutics,"Biotechnology, Marijuana, Medical","Victoria, Newfoundland, Canada",Emerald Health Therapeutics is a Health Canada Licensed Producer of medical cannabis.,,1.800.757.3536,http://emeraldhealth.ca/,For Profit,1,IPO,"$16,800,000",2018-05-23,Post-IPO Equity,"$16,800,000","Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering",Public
Windtree Therapeutics,https://www.crunchbase.com/organization/discovery-labs,"Biotechnology, Health Care, Pharmaceutical, Wellness","Warrington, Pennsylvania, United States",Windtree is a clinical-stage focused on developing novel surfactant therapies for respiratory diseases and other potential applications.,bd@discoverylabs.com,(215) 488-9300,http://www.windtreetx.com/,For Profit,5,IPO,"$700,000",2018-05-22,Grant,"$18,700,000","Biotechnology, Health Care, Science and Engineering",Public
Reata Pharmaceuticals,https://www.crunchbase.com/organization/reata-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","Irving, Texas, United States","Reata Pharmaceuticals is a biopharmaceutical company that develops drugs for cancer, inflammation and neurodegenerative diseases.",info@reatapharma.com,972-865-2219,http://www.reatapharma.com,,7,IPO,"$35,000,000",2017-04-03,Post-IPO Debt,"$468,949,840","Biotechnology, Health Care, Science and Engineering",Public
BioCryst Pharmaceuticals,https://www.crunchbase.com/organization/biocryst-pharmaceuticals,"Biotechnology, Clinical Trials, Therapeutics","Birmingham, Alabama, United States","BioCryst has over 80 employees spread across their two locations in Birmingham, Alabama and Durham, North Carolina.",info@biocryst.com,9198591314,http://www.biocryst.com,,3,IPO,"$2,400,000",2014-08-29,Grant,"$8,399,999","Biotechnology, Health Care, Science and Engineering",Public
NeoGenomics Laboratories,https://www.crunchbase.com/organization/neogenomics-laboratories,"Biotechnology, Health Care, Medical","Fort Myers, Florida, United States",NeoGenomics is a cancer reference laboratory that provides cancer testing and partnership programs to pathologists and oncologists.,hr@neogenomics.com,239-768-0600,http://www.neogenomics.com,,2,IPO,"$150,000,000",2016-12-22,Post-IPO Debt,"$150,500,000","Biotechnology, Health Care, Science and Engineering",Public
Versartis,https://www.crunchbase.com/organization/versartis,"Biotechnology, Health Care, Therapeutics","Menlo Park, California, United States",Versartis is a biotechnology company developing therapeutic proteins for the treatment of endocrine disorders.,info@versartis.com,16509638598,http://www.versartis.com,,6,IPO,"$55,000,000",2014-02-19,Series E,"$144,499,999","Biotechnology, Health Care, Science and Engineering",Public
Agilent Technologies,https://www.crunchbase.com/organization/agilent,"Biotechnology, Hardware, Health Diagnostics","Santa Clara, California, United States",Analytical scientists and clinical researchers worldwide rely on Agilent to help fulfill their most complex laboratory demands.,contact_us@agilent.com,(800) 227-9770,http://www.agilent.com,For Profit,,IPO,,,,,"Biotechnology, Hardware, Health Care, Science and Engineering",Public
Histogenics,https://www.crunchbase.com/organization/histogenics,"Biotechnology, Health Care, Medical","Waltham, Massachusetts, United States",Histogenics is a tissue regeneration company developing breakthrough treatments for long-lasting joint repair.,investorrelations@histogenics.com,(781) 547-4452,http://www.histogenics.com,For Profit,6,IPO,"$30,000,000",2016-10-13,Post-IPO Equity,"$209,500,000","Biotechnology, Health Care, Science and Engineering",Public
Egalet,https://www.crunchbase.com/organization/egalet,"Biopharma, Biotechnology, Health Care","Værløse, Hovedstaden, Denmark",Egalet is a specialty pharmaceutical company developing pain management products.,info@egalet.com,45-44-47-80-80,http://www.egalet.com,,6,IPO,"$40,000,000",2016-09-01,Post-IPO Debt,"$115,200,000","Biotechnology, Health Care, Science and Engineering",Public
AcelRx Pharmaceuticals,https://www.crunchbase.com/organization/acelrx-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Redwood City, California, United States",AcelRx Pharmaceuticals is engaged in the development and commercialization of therapies for the treatment of pain and other conditions.,info@acelrx.com,(650)216-6500,http://www.acelrx.com,For Profit,5,IPO,"$40,000,000",2013-12-19,Debt Financing,"$93,654,902","Biotechnology, Health Care, Science and Engineering",Public
Kadmon,https://www.crunchbase.com/organization/kadmon-pharmaceuticals,"Biopharma, Biotechnology, Therapeutics","New York, New York, United States",Kadmon Corporation is a biopharmaceutical company offering products and services for the treatment and management of hepatitis C.,david@argotpartners.com,2126832105,http://kadmon.com,For Profit,5,IPO,"$80,400,000",2017-09-28,Post-IPO Equity,"$124,669,220","Biotechnology, Health Care, Science and Engineering",Public
OpGen,https://www.crunchbase.com/organization/opgen,"Analytics, Biotechnology, Genetics, Health Care","Gaithersburg, Maryland, United States",OpGen focuses on commercializing solutions for DNA analysis and genomics with the Argus® whole genome mapping system and MapIt® services.,CustomerSupport@OpGen.com,+30186996836,http://www.opgen.com,For Profit,12,IPO,"$10,400,000",2016-06-01,Post-IPO Equity,"$96,926,744","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Public
Chiasma,https://www.crunchbase.com/organization/chiasma,"Biopharma, Biotechnology, Therapeutics","Jerusalem, Yerushalayim, Israel",Chiasma is a biopharmaceutical company developing oral drugs for the treatment of orphan diseases.,info@chiasmapharma.com,972 2 571 5885,http://chiasmapharma.com,,9,IPO,"$70,000,000",2015-02-27,Series E,"$211,500,000","Biotechnology, Health Care, Science and Engineering",Public
Navidea Biopharmaceuticals,https://www.crunchbase.com/organization/navidea-biopharmaceuticals,"Biopharma, Biotechnology, Health Diagnostics","Dublin, Ohio, United States",Navidea Biopharmaceuticals is a leader in precision medicine with immuno-targeted products designed to help identify the sites.,info@navidea.com,6148222373,https://www.navidea.com,For Profit,3,IPO,"$60,000,000",2015-05-11,Post-IPO Debt,"$92,500,000","Biotechnology, Health Care, Science and Engineering",Public
TxCell,https://www.crunchbase.com/organization/txcell,"Biotechnology, Pharmaceutical, Therapeutics","Valbonne, Provence-Alpes-Cote d'Azur, France",TxCell develops cell-based immuno-therapies for the treatment of severe chronic inflammatory diseases.,contact@txcell.com,+33493641580,http://www.txcell.com,For Profit,5,IPO,"€1,200,000",2018-01-18,Post-IPO Debt,"$71,671,216","Biotechnology, Health Care, Science and Engineering",Public
Realm Therapeutics,https://www.crunchbase.com/organization/realm-therapeutics,"Biotechnology, Pharmaceutical","Malvern, Pennsylvania, United States",Realm Tx is a clinical stage biopharmaceutical company passionately committed to leveraging its proprietary immunomodulatory technology,,(484)321-2700,http://www.realmtx.com/,For Profit,1,IPO,"$26,000,000",2017-09-22,Post-IPO Equity,"$26,000,000","Biotechnology, Health Care, Science and Engineering",Public
GTx,https://www.crunchbase.com/organization/gtx,"Biopharma, Biotechnology, Health Care","Memphis, Tennessee, United States","At GTx, They focus on the development of small molecules that selectively modulate the effects of certain hormones produced by the body.",investor.relations@gtxinc.com,9012718733,http://www.gtxinc.com,,5,IPO,"$48,500,000",2017-09-26,Post-IPO Equity,"$163,181,455","Biotechnology, Health Care, Science and Engineering",Public
Neos Therapeutics,https://www.crunchbase.com/organization/neos-therapeutics,"Biotechnology, Life Science, Medical, Therapeutics","Grand Prairie, Texas, United States",Neos Therapeutics is an oral drug delivery company developing controlled time-release technologies.,inquiry@neostx.com,972-408-1300,http://www.neostx.com,,7,IPO,"$60,000,000",2016-05-16,Debt Financing,"$156,278,860","Biotechnology, Health Care, Science and Engineering",Public
CymaBay Therapeutics,https://www.crunchbase.com/organization/cymabay-therapeutics,"Biopharma, Biotechnology, Pharmaceutical","Hayward, California, United States",CymaBay Therapeutics is focused on the development and commercialization of proprietary new medicines for critical human diseases.,info@cymabay.com,5102938800,http://www.cymabay.com,,9,IPO,"$324,999",2015-08-14,Debt Financing,"$181,505,694","Biotechnology, Health Care, Science and Engineering",Public
Echo Therapeutics,https://www.crunchbase.com/organization/echo-therapeutics,"Biotechnology, Medical Device, Therapeutics","Philadelphia, Pennsylvania, United States","Echo Therapeutics develops the Symphony tCGM System, a novel, non-invasive (needle-free) glucose monitoring system for diabetes patients.",info@echotx.com,(215) 717-4100,http://www.echotx.com,For Profit,10,IPO,"$1,787,000",2016-02-08,Debt Financing,"$44,701,126","Biotechnology, Health Care, Science and Engineering",Public
EnteroMedics,https://www.crunchbase.com/organization/enteromedics,"Biotechnology, Medical Device, Therapeutics","Saint Paul, Minnesota, United States",EnteroMedics® Inc. (NASDAQ: ETRM) is the developer of in-class weight loss treatments for obesity and obesity related risk factors.,info@enteromedics.com,(800) 698-2562,http://enteromedics.com,For Profit,9,IPO,"$61,001,349",2017-10-18,Post-IPO Equity,"$154,897,700","Biotechnology, Health Care, Science and Engineering",Public
22nd Century Group,https://www.crunchbase.com/organization/22nd-century-group,"Biotechnology, Health Care, Health Diagnostics","Clarence, New York, United States",22nd Century Group is a plant biotechnology company developing tobacco harm reduction and smoking cessation products.,xxii@irthcommunications.com,716-270-1523,http://www.xxiicentury.com,,6,IPO,"$10,000,000",2014-09-18,Post-IPO Equity,"$15,034,750","Biotechnology, Health Care, Science and Engineering",Public
